,Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
4106,reputation,0,32,34819144,13154,0,2591,846476,12,762
4107,reputation,0,32,37118519,13154,0,2591,846476,8,762
4127,reputation,0,27,34436640,11315,0,167,120820,16,602
4130,reputation,0,25,35657359,16779,0,1782,361842,19,1691
4139,reputation,2,197,37660293,115343,-1,3682,99834,11,8228
4140,reputation,0,197,37590442,115343,0,3682,99834,16,8228
4141,reputation,4,197,31829286,115343,0,3682,99834,18,8228
4142,reputation,0,197,37481883,115343,0,3682,99834,8,8228
4143,reputation,4,197,37419130,115343,0,3682,99834,9,8228
4144,reputation,0,197,37482139,115343,1,3682,99834,13,8228
4145,reputation,0,197,33961056,115343,0,3682,99834,19,8228
4146,reputation,0,197,31473580,115343,0,3682,99834,10,8228
4147,reputation,0,197,36798121,115343,0,3682,99834,14,8228
4148,reputation,0,197,35743281,115343,0,3682,99834,6,8228
4149,reputation,0,197,31703774,115343,0,3682,99834,20,8228
4150,reputation,1,197,36630299,115343,1,3682,99834,20,8228
4151,reputation,0,197,37316597,115343,-2,3682,99834,18,8228
4152,reputation,0,197,36182825,115343,1,3682,99834,16,8228
4153,reputation,0,197,37387820,115343,0,3682,99834,18,8228
4154,reputation,0,197,25960303,115343,0,3682,99834,20,8228
4155,reputation,0,197,35753548,115343,0,3682,99834,20,8228
4156,reputation,0,197,33131808,115343,0,3682,99834,7,8228
4157,reputation,0,197,28238191,115343,-2,3682,99834,18,8228
4158,reputation,0,197,32849803,115343,0,3682,99834,6,8228
4159,reputation,0,197,37360946,115343,0,3682,99834,12,8228
4160,reputation,0,197,36839491,115343,0,3682,99834,18,8228
4161,reputation,1,197,35969187,115343,0,3682,99834,12,8228
4162,reputation,1,197,36848864,115343,1,3682,99834,15,8228
4163,reputation,3,197,36645933,115343,-1,3682,99834,16,8228
4201,reputation,0,45,34917026,12968,0,585,1290545,13,8792
4226,reputation,0,1615,37194265,16309,0,5329,1563422,8,5981
4227,reputation,0,33,37090933,11323,0,1455,2091169,7,975
4228,reputation,0,33,36748206,11323,0,1455,2091169,20,975
4229,reputation,0,33,37243082,11323,0,1455,2091169,18,975
4230,reputation,0,33,36952283,11323,1,1455,2091169,20,975
4231,reputation,5,33,37678055,11323,0,1455,2091169,14,975
4232,reputation,2,33,37264200,11323,0,1455,2091169,16,975
4233,reputation,0,33,35329139,11323,0,1455,2091169,11,975
4234,reputation,0,33,37537703,11323,0,1455,2091169,14,975
4235,reputation,4,33,37466212,11323,1,1455,2091169,17,975
4236,reputation,2,33,37321878,11323,0,1455,2091169,19,975
4374,reputation,2,18,32074632,22239,1,1893,509706,19,1497
4384,reputation,0,72,33632499,20390,0,505,178757,13,1317
4385,reputation,0,45,28830708,29561,0,273,289666,13,951
4411,reputation,2,201,22569444,41424,0,754,13227,20,2370
4412,reputation,0,126,34446666,23409,1,1452,202168,16,1690
4413,reputation,0,126,34432986,23409,0,1452,202168,14,1690
4414,reputation,0,126,23685447,23409,0,1452,202168,19,1690
4431,reputation,0,1204,32070717,24848,0,2483,500974,15,2310
4458,reputation,11,65,30335961,11494,1,367,404568,19,966
4459,reputation,0,65,28997904,11494,0,367,404568,19,966
4460,reputation,0,65,35212468,11494,0,367,404568,14,966
4479,reputation,0,138,37545568,12653,0,1203,1010632,15,1381
4481,reputation,0,48,17834580,13103,0,3352,1741868,18,1310
4500,reputation,0,60,24915587,31810,1,1158,28543,20,2962
4505,reputation,2,760,25726485,23454,0,834,978756,18,3974
4512,reputation,2,17,29264697,32947,0,579,84539,17,2284
4522,reputation,3,322,34888017,28934,0,1294,31667,10,2418
4523,reputation,0,322,36572706,28934,2,1294,31667,20,2418
4524,reputation,0,322,33771746,28934,1,1294,31667,10,2418
4525,reputation,0,40,37750032,39822,0,488,93884,10,1033
4535,reputation,0,69,36176828,16328,0,763,1577190,16,988
1,views,8,2098,37342151,30144,0,1264,131809,16,1923
2,views,0,17059,36934736,183790,2,14348,253056,20,23287
8,views,1,623,34573995,18981,0,787,1822164,20,2806
24,views,0,28,37594513,27410,2,727,911930,16,2700
25,views,0,28,37752896,27410,1,727,911930,10,2700
26,views,0,28,35319247,27410,1,727,911930,19,2700
27,views,0,28,37751754,27410,0,727,911930,4,2700
28,views,1,28,37612206,27410,0,727,911930,18,2700
29,views,0,28,35772062,27410,0,727,911930,18,2700
30,views,0,28,31672052,27410,0,727,911930,16,2700
31,views,2,28,31112735,27410,0,727,911930,20,2700
32,views,1,28,32587718,27410,0,727,911930,16,2700
33,views,0,28,32033132,27410,0,727,911930,18,2700
34,views,0,28,31874655,27410,0,727,911930,16,2700
35,views,0,28,34228412,27410,0,727,911930,19,2700
51,views,2,11,22179082,34006,0,1262,683553,14,1640
52,views,0,11,31927733,34006,0,1262,683553,12,1640
53,views,0,11,37471953,34006,0,1262,683553,19,1640
54,views,0,11,30404261,34006,0,1262,683553,15,1640
55,views,3,11,32661087,34006,-1,1262,683553,19,1640
56,views,2,78,30705514,26819,0,894,1033686,20,1724
57,views,1,78,37416747,26819,0,894,1033686,16,1724
58,views,1,78,31305236,26819,0,894,1033686,19,1724
66,views,1,121,34107190,32089,1,1355,138578,20,4762
67,views,0,121,37557754,32089,0,1355,138578,13,4762
68,views,0,121,37570473,32089,0,1355,138578,5,4762
90,views,0,100,31383988,31303,0,1142,153422,12,2885
113,views,0,273,36547904,33337,0,943,253468,18,2891
134,views,0,1219,37597650,4249,0,762,6375113,11,3036
170,views,1,242,29592171,39423,1,2998,199700,16,6794
171,views,5,242,28725286,39423,0,2998,199700,17,6794
202,views,1,50,35550853,34643,1,593,5975,10,2076
203,views,0,50,35506062,34643,1,593,5975,20,2076
217,views,2,39,22982377,8125,0,197,69346,13,1008
218,views,2,461,37642104,187688,4,3899,324584,18,27257
244,views,2,7,36131376,31110,0,401,478144,18,2954
245,views,7,7,33922987,31110,0,401,478144,20,2954
246,views,0,7,36845567,31110,0,401,478144,14,2954
292,views,0,54,34311835,25234,0,455,188414,15,1460
358,views,0,1189,37208635,23259,0,3125,487813,12,2940
361,views,1,97,25306834,29043,1,625,898289,12,1786
367,views,0,44,33986822,21503,0,564,98422,16,1740
377,views,0,64,37705301,26073,0,6737,730807,5,3088
389,views,1,10,31927569,52647,0,117,32484,19,3139
412,views,0,11,33688028,8989,0,2596,1000,14,2270
415,views,0,50,36691114,27417,1,971,436028,19,2815
416,views,0,50,36176739,27417,0,971,436028,20,2815
441,views,2,437,37699630,36326,0,1600,3049628,10,4245
473,views,2,8,37331001,33369,0,2050,296446,17,1609
479,views,0,449,36053989,39904,0,4829,1011724,15,4149
486,views,0,26,33011717,11425,0,2805,27756,11,4847
487,views,0,26,37111914,11425,0,2805,27756,13,4847
488,views,0,26,24905100,11425,0,2805,27756,19,4847
489,views,0,26,26670652,11425,1,2805,27756,18,4847
490,views,0,26,26648465,11425,0,2805,27756,20,4847
491,views,0,26,37730040,11425,0,2805,27756,18,4847
492,views,0,26,35172793,11425,0,2805,27756,15,4847
493,views,0,26,37588791,11425,0,2805,27756,6,4847
494,views,1,26,35314969,11425,0,2805,27756,9,4847
499,views,0,1940,34789185,26569,0,1138,477127,17,3273
541,views,1,80,36517808,17916,1,421,87739,16,1046
558,views,0,730,35397328,79076,0,2571,102441,17,6176
559,views,0,730,35873641,79076,1,2571,102441,19,6176
560,views,0,730,36923309,79076,0,2571,102441,14,6176
561,views,2,730,35566927,79076,0,2571,102441,13,6176
569,views,2,2,35035512,4826,0,2835,678834,15,1304
570,views,0,2,34788870,4826,0,2835,678834,14,1304
571,views,0,2,36384025,4826,0,2835,678834,17,1304
614,views,0,16,37544056,35728,1,647,274,20,1930
615,views,0,16,35012155,35728,0,647,274,18,1930
617,views,2,42,34201030,11201,0,491,234451,18,1117
632,views,0,53,36869680,22546,0,455,11755,20,2372
633,views,2,53,34769995,22546,0,455,11755,14,2372
634,views,0,53,35864852,22546,-1,455,11755,18,2372
635,views,1,53,35379672,22546,0,455,11755,15,2372
636,views,1,53,24308175,22546,0,455,11755,20,2372
637,views,1,53,35486262,22546,-1,455,11755,15,2372
638,views,1,53,37717428,22546,0,455,11755,16,2372
639,views,0,53,36576270,22546,0,455,11755,18,2372
640,views,0,53,36411189,22546,0,455,11755,20,2372
641,views,0,53,37701416,22546,0,455,11755,18,2372
642,views,0,53,37304406,22546,0,455,11755,10,2372
643,views,0,53,32668104,22546,0,455,11755,13,2372
644,views,0,53,37676475,22546,1,455,11755,14,2372
645,views,0,53,35853378,22546,1,455,11755,17,2372
646,views,0,53,18732925,22546,0,455,11755,14,2372
647,views,3,53,37597066,22546,0,455,11755,16,2372
648,views,0,16,31970852,5469,0,748,75594,12,1017
651,views,2,7,28943325,13155,1,1669,876497,20,1277
669,views,2,940,33551590,71341,-1,2823,561309,16,4379
670,views,1,940,36288255,71341,0,2823,561309,13,4379
671,views,0,32,31974416,11727,0,245,1127699,19,1721
692,views,0,208,36444623,13891,0,614,220005,17,1482
713,views,0,201,32416581,13352,0,1548,261682,19,2076
714,views,6,201,32411162,13352,0,1548,261682,19,2076
729,views,2,13,36424916,16818,0,816,5014134,20,1030
739,views,0,1480,13199838,96868,0,2385,14357,20,8583
740,views,1,1480,33375247,96868,0,2385,14357,12,8583
741,views,0,67,31558581,10507,0,1262,125663,15,1627
751,views,0,948,34437689,6667,0,1093,1477407,17,1136
752,views,0,948,31854179,6667,0,1093,1477407,18,1136
753,views,4,948,33218516,6667,0,1093,1477407,14,1136
754,views,4,948,36944517,6667,1,1093,1477407,19,1136
771,views,0,9,35770346,13834,0,1623,6486,14,997
772,views,0,9,4238213,13834,1,1623,6486,17,997
775,views,1,235,36464291,26890,2,649,458742,17,1575
776,views,0,235,36756879,26890,0,649,458742,20,1575
777,views,2,235,36756356,26890,0,649,458742,15,1575
778,views,0,235,36390323,26890,0,649,458742,14,1575
779,views,2,235,36608659,26890,2,649,458742,19,1575
780,views,0,235,36878229,26890,0,649,458742,4,1575
781,views,4,235,34257742,26890,0,649,458742,18,1575
782,views,4,235,36912477,26890,1,649,458742,17,1575
783,views,3,235,36848453,26890,0,649,458742,14,1575
784,views,0,519,18674135,16616,0,872,933633,19,1145
813,views,1,24,37647553,5150,0,1157,3632206,17,1066
814,views,0,24,35962496,5150,0,1157,3632206,12,1066
815,views,0,24,36794827,5150,0,1157,3632206,3,1066
816,views,6,24,37585219,5150,0,1157,3632206,16,1066
817,views,1,24,36750507,5150,0,1157,3632206,11,1066
818,views,3,24,37712798,5150,-1,1157,3632206,18,1066
819,views,1,24,31368471,5150,0,1157,3632206,19,1066
820,views,0,24,35503547,5150,0,1157,3632206,15,1066
821,views,0,24,37768029,5150,0,1157,3632206,18,1066
822,views,2,24,36527550,5150,1,1157,3632206,19,1066
823,views,0,24,37740445,5150,0,1157,3632206,14,1066
824,views,0,24,31569207,5150,0,1157,3632206,19,1066
825,views,1,24,31600057,5150,0,1157,3632206,9,1066
826,views,0,24,35491655,5150,1,1157,3632206,20,1066
831,views,0,22,37416362,3165,0,3130,606602,17,1186
876,views,2,84,35414416,30812,1,925,310121,20,1577
881,views,0,4,37587884,4462,0,367,2026098,18,1598
888,views,0,21,36114490,17784,0,142,48886,19,1254
889,views,0,55,37658824,29477,0,4511,97614,14,2307
890,views,1,55,37299878,29477,1,4511,97614,13,2307
913,views,0,8,34450774,32400,1,2069,18706,17,2164
914,views,0,8,31229302,32400,1,2069,18706,17,2164
917,views,0,19,15171856,8399,0,720,963542,20,1362
940,views,1,14,33342601,15994,0,1420,469220,20,1389
959,views,0,283,37746794,16763,0,1425,39643,10,1393
960,views,0,283,37597279,16763,0,1425,39643,13,1393
963,views,2,66,35212517,43040,0,1382,174375,20,2789
964,views,1,66,24795062,43040,0,1382,174375,20,2789
965,views,3,66,37345066,43040,0,1382,174375,20,2789
966,views,2,66,3290830,43040,0,1382,174375,20,2789
973,views,0,80,34630953,26041,0,1797,319618,17,2531
974,views,3,80,37054007,26041,0,1797,319618,16,2531
975,views,0,80,37302289,26041,0,1797,319618,8,2531
976,views,0,80,37437499,26041,0,1797,319618,11,2531
1216,views,0,962,33335353,26919,0,6113,495796,7,5170
1217,views,0,962,34311118,26919,0,6113,495796,14,5170
1218,views,0,962,37008273,26919,0,6113,495796,8,5170
1219,views,0,962,19377974,26919,0,6113,495796,20,5170
1220,views,0,962,31840847,26919,-1,6113,495796,19,5170
1228,views,0,106,37542626,31771,0,3826,706456,8,2398
1239,views,0,5,32276474,18178,0,708,175216,18,1463
1260,views,0,160,36848388,20915,0,329,1936622,16,2283
1296,views,0,66,22075789,31307,0,637,47775,18,2689
1301,views,0,157,36504302,10959,0,1383,695749,14,1118
1302,views,2,157,36627861,10959,0,1383,695749,14,1118
1303,views,3,157,37280132,10959,0,1383,695749,13,1118
1307,views,0,556,34933952,5394,0,529,2283946,15,1032
1308,views,1,556,35913125,5394,1,529,2283946,16,1032
1316,views,2,42,17942635,46915,1,845,20400,19,3414
1317,views,1,42,31407943,46915,0,845,20400,19,3414
1333,views,0,5,36809771,8493,0,604,1564065,19,2385
1334,views,0,5,36177596,8493,1,604,1564065,19,2385
1335,views,0,5,36446879,8493,0,604,1564065,7,2385
1352,views,0,62,35035347,30536,0,2272,151641,15,2146
1354,views,0,449,34024347,21315,0,1037,229792,16,2092
1355,views,0,449,24123905,21315,1,1037,229792,17,2092
1370,views,0,23,36573233,10236,0,1932,575530,12,1355
1371,views,0,23,37069879,10236,0,1932,575530,18,1355
1372,views,0,23,34683200,10236,0,1932,575530,6,1355
1373,views,1,23,27474680,10236,0,1932,575530,16,1355
1374,views,2,23,35745577,10236,0,1932,575530,6,1355
1375,views,0,23,37272702,10236,0,1932,575530,12,1355
1376,views,0,23,35090161,10236,0,1932,575530,14,1355
1388,views,0,10,33541157,11726,0,320,122033,17,1457
1389,views,0,10,32632906,11726,3,320,122033,16,1457
1410,views,0,20,35726701,13247,0,1339,6604,14,1511
1413,views,2,1329,36958593,17774,2,234,620444,20,2624
1420,views,1,71,33456802,11377,0,1658,283538,19,1549
1421,views,0,71,33317840,11377,0,1658,283538,20,1549
1422,views,0,71,36644210,11377,0,1658,283538,8,1549
1423,views,0,71,31544565,11377,0,1658,283538,17,1549
1424,views,5,71,35061670,11377,1,1658,283538,20,1549
1425,views,0,71,30476966,11377,0,1658,283538,18,1549
1426,views,0,71,35802925,11377,1,1658,283538,20,1549
1427,views,0,71,35196573,11377,2,1658,283538,14,1549
1428,views,4,37,28820948,14597,0,883,382307,15,1343
1449,views,0,39,32777385,27966,0,1314,593627,18,3400
1450,views,1,39,37367638,27966,0,1314,593627,18,3400
1451,views,0,39,36129196,27966,0,1314,593627,14,3400
1506,views,0,168,37504908,20437,0,536,42106,17,2845
1507,views,1,168,37551796,20437,1,536,42106,14,2845
1541,views,0,8468,37281540,34547,0,4550,545127,8,9516
1564,views,0,17,24939395,13681,0,2506,141022,19,1048
1565,views,0,17,35887536,13681,0,2506,141022,15,1048
1566,views,0,189,31655571,32311,0,2468,429427,13,1155
1571,views,2,32,34676447,21080,0,156,4787,8,1529
1584,views,0,348,31612292,25678,0,601,1153938,10,1440
1626,views,0,16,30887994,21898,0,355,759076,20,1798
1627,views,3,16,35177439,21898,0,355,759076,20,1798
1639,views,2,15,27302412,55182,0,98,343204,10,2363
1640,views,0,15,29752441,55182,0,98,343204,19,2363
1641,views,1,15,34073203,55182,0,98,343204,15,2363
1642,views,2,15,24212462,55182,0,98,343204,15,2363
1643,views,0,15,33634279,55182,0,98,343204,15,2363
1644,views,0,15,30177152,55182,1,98,343204,6,2363
1645,views,0,15,33309049,55182,0,98,343204,12,2363
1646,views,2,15,34053341,55182,0,98,343204,16,2363
1647,views,1,15,31865150,55182,0,98,343204,6,2363
1648,views,0,15,34052013,55182,0,98,343204,10,2363
1649,views,3,15,34055112,55182,0,98,343204,11,2363
1650,views,1,15,30007387,55182,0,98,343204,17,2363
1651,views,0,15,35926868,55182,0,98,343204,16,2363
1652,views,0,15,30804435,55182,0,98,343204,14,2363
1653,views,0,15,32148843,55182,0,98,343204,7,2363
1654,views,0,15,33638745,55182,0,98,343204,17,2363
1668,views,0,216,37347105,23113,0,772,3233,19,1006
1670,views,3,116,36970447,23815,0,4548,1079110,16,2002
1671,views,0,116,35235854,23815,0,4548,1079110,18,2002
1674,views,0,49,33940373,10281,0,337,1480018,15,1623
1675,views,0,49,32590235,10281,0,337,1480018,12,1623
1693,views,0,154,37732549,5848,0,1173,452748,12,1303
1733,views,0,10,37593270,23084,1,297,1319998,17,1495
1750,views,0,1,37659593,19866,0,634,31751,15,1095
1754,views,0,1057,36598045,11908,0,478,546871,13,2819
1792,views,0,17,22436332,14987,0,561,240215,20,1555
1793,views,0,17,30669436,14987,0,561,240215,9,1555
1836,views,0,0,34135792,4775,0,56,364082,15,1852
1853,views,0,1022,33372277,47168,0,7845,13744,12,3339
1898,views,0,0,30191640,13869,0,366,385563,19,1060
1899,views,0,0,34020353,13869,1,366,385563,19,1060
1900,views,1,0,36315760,13869,0,366,385563,15,1060
1901,views,2,0,35416283,13869,0,366,385563,16,1060
1902,views,2,0,33129465,13869,0,366,385563,15,1060
1943,views,0,3624,36766798,19668,2,2290,70345,20,2877
1954,views,0,5,36361949,4844,0,728,41169,12,1030
1955,views,0,5,36520109,4844,0,728,41169,8,1030
1956,views,2,29,36211224,12141,0,356,98516,18,1288
1957,views,2,29,29974158,12141,0,356,98516,18,1288
1958,views,0,29,31714321,12141,0,356,98516,16,1288
1978,views,0,34,33671843,5626,0,1166,134848,7,1314
1980,views,0,17,31924205,14843,0,138,264276,20,1159
1981,views,1,42,32539364,21155,0,1006,442351,17,1225
1982,views,0,42,34666765,21155,0,1006,442351,17,1225
1983,views,2,42,28005285,21155,0,1006,442351,19,1225
1984,views,0,42,37577837,21155,0,1006,442351,11,1225
1985,views,0,42,26567762,21155,1,1006,442351,17,1225
1986,views,0,42,33917916,21155,0,1006,442351,5,1225
1987,views,1,42,37622635,21155,0,1006,442351,11,1225
1988,views,0,42,33879230,21155,0,1006,442351,15,1225
1989,views,2,42,32571234,21155,1,1006,442351,20,1225
1990,views,2,42,32797001,21155,0,1006,442351,17,1225
1991,views,5,42,37597375,21155,0,1006,442351,17,1225
1992,views,1,42,37262857,21155,0,1006,442351,17,1225
1993,views,1,42,35208692,21155,0,1006,442351,16,1225
1994,views,0,42,36508334,21155,0,1006,442351,13,1225
1995,views,3,42,27234656,21155,0,1006,442351,17,1225
1996,views,1,42,33271278,21155,0,1006,442351,7,1225
2009,views,2,29,37528960,6199,0,414,595305,12,1272
2010,views,2,29,33507810,6199,0,414,595305,18,1272
2011,views,0,29,36924761,6199,0,414,595305,17,1272
2012,views,4,29,33616637,6199,0,414,595305,16,1272
2013,views,0,29,33334864,6199,0,414,595305,14,1272
2014,views,0,29,35976106,6199,1,414,595305,14,1272
2015,views,2,29,32895488,6199,0,414,595305,20,1272
2045,views,0,93,22450858,6061,0,301,537980,17,1261
2064,views,0,272,30871945,63153,0,2547,16511,15,4808
2065,views,1,102,33997496,9272,-1,1728,39722,19,1250
2066,views,0,5,36984669,12536,0,515,123033,10,1377
2067,views,0,5,37191593,12536,0,515,123033,17,1377
2109,views,0,10,37296906,1555,0,275,2268437,20,1069
2115,views,0,572,37466249,55945,0,2228,37947,19,3541
2139,views,0,46,26648659,48375,1,1526,11898,16,2398
2140,views,0,46,36445618,48375,1,1526,11898,17,2398
2141,views,0,595,30827959,22540,1,2471,15371,17,1276
2142,views,0,595,33067682,22540,0,2471,15371,18,1276
2143,views,0,595,34655850,22540,0,2471,15371,19,1276
2160,views,0,158,32126303,12393,0,604,1239189,11,3044
2173,views,0,48,34989087,7618,0,253,450456,19,3565
2174,views,0,48,4142174,7618,0,253,450456,15,3565
2180,views,6,15,31343092,9272,0,686,571353,20,1072
2209,views,0,409,36910912,106900,0,2692,1317805,11,9067
2210,views,0,409,35842913,106900,0,2692,1317805,13,9067
2222,views,0,22,35685876,4471,0,356,265683,15,1106
2223,views,0,22,28226920,4471,0,356,265683,19,1106
2224,views,0,22,35444517,4471,0,356,265683,20,1106
2225,views,0,22,35351205,4471,0,356,265683,17,1106
2228,views,0,80,36722862,34287,0,1230,687677,4,2485
2380,views,0,97,37257134,235072,1,927,6068,18,10965
2381,views,0,97,37093383,235072,1,927,6068,11,10965
2382,views,0,97,37330755,235072,0,927,6068,10,10965
2383,views,0,97,33842576,235072,0,927,6068,6,10965
2384,views,0,97,36953621,235072,0,927,6068,11,10965
